set,id,number,name,faction,type,description,glory,restricted,set
Shadespire,340,340,Mischievous Spirits,Universal,Ploy,"Taking it in turns with your opponent(s), starting with you and going clockwise, move each objective one hex. Objectives cannot be moved into a hex that already contains an objective",-,-,Magore's Fiends expansion
Shadespire,341,341,Misdirection,Universal,Ploy,Reaction: Play this when a friendly fighter is chosen by a ploy. Choose another friendly fighter that could be chosen by that ploy. That fighter is chosen instead,-,-,Ironskull's Boyz expansion
Shadespire,342,342,Momentary Madness,Universal,Ploy,Choose an enemy fighter and roll an attack dice. If you roll a Hammer or Crit make an Attack action with them as if they were a friendly fighter. Fighters do not provide support for this Attack action (in attack or defence),-,-,Spiteclaw's Swarm expansion
Shadespire,343,343,My Turn,Universal,Ploy,Reaction: Play this after an Attack action or ploy that damages a friendly fighter. Push them up to one hex and make an Attack action with them,-,-,Magore's Fiends expansion
Shadespire,344,344,No Time,Universal,Ploy,No more power cards can be played until after the next activation,-,-,The Chosen Axes expansion
Shadespire,345,345,On Your Feet,Universal,Ploy,"Reaction: Play this during an Attack action or ploy that would take a friendly fighter out of action, when there is a friendly fighter adjacent to them. Roll a defence dice. On a roll of Shield or Crit the fighter does not suffer damage and is not taken out of action",-,-,Ironskull's Boyz expansion
Shadespire,346,346,Parry,Universal,Ploy,"The first time one of your fighters is targeted in the next activation, roll an extra defence dice. When counting your successes, ignore one of the defence dice",-,-,Ironskull's Boyz expansion
Shadespire,347,347,Quick Thinker,Universal,Ploy,Reaction: Play this after an enemy fighter's Move action. Make a Move action with a friendly fighter who has not already made a Move action in this phase,-,-,The Farstriders expansion
Shadespire,348,348,Ready for Action,Universal,Ploy,Reaction: Play this after you upgrade a fighter in an action phase. They can make a Move or Attack action,-,-,The Chosen Axes expansion
Shadespire,349,349,Rebound,Universal,Ploy,"Reaction: Play this during an enemy Attack action that would succeed. Roll a defence dice. On a roll of Dodge or Crit the attacker suffers the damage, rather than the target, and neither fighter is driven back",-,-,Spiteclaw's Swarm expansion
Shadespire,350,350,Reflected Injury,Universal,Ploy,"Choose a friendly fighter with at least one wound token, and an adjacent enemy fighter. The enemy fighter suffers 1 damage",-,-,Magore's Fiends expansion
Shadespire,351,351,Rethink Strategy,Universal,Ploy,Discard any number of objective cards and draw that number of objective cards,-,-,Spiteclaw's Swarm expansion
Shadespire,352,352,Sacrificial Pawn,Universal,Ploy,"Choose a friendly fighter. If they are taken out of action in the next activation, you gain a glory point",-,-,Spiteclaw's Swarm expansion
Shadespire,353,353,Scavenge,Universal,Ploy,Reaction: Play this after a friendly fighter's Attack action that takes an adjacent enemy fighter with an upgrade out of action. Gain an additional glory point,-,-,Sepulchral Guard expansion
Shadespire,354,354,Second Wind,Universal,Ploy,"Choose a friendly fighter that made a Charge action this phase. In the next activation, they can be activated as if they had Moved rather than Charged",-,-,Magore's Fiends expansion
Shadespire,355,355,Shardfall,Universal,Ploy,Place a Shardfall token in an unoccupied hex. That hex is blocked until the end of the phase,-,-,Core set
Shadespire,356,356,Shardgale,Universal,Ploy,All fighters suffer 1 damage,-,-,The Farstriders expansion
Shadespire,357,357,Shattering Terrain,Universal,Ploy,"Any fighters that make a Move action, are pushed or are driven back in the next activation suffer 1 damage",-,-,Sepulchral Guard expansion
Shadespire,358,358,Shattershard,Universal,Ploy,"Choose an enemy fighter, and choose one of their upgrades. Roll an attack dice. On a roll of Hammer or Crit that upgrade is discarded",-,-,Spiteclaw's Swarm expansion
Shadespire,359,359,Shifting Shards,Universal,Ploy,Move an unheld objective one hex. You cannot move it into a hex that already contains an objective,-,-,Ironskull's Boyz expansion
Shadespire,360,360,Sidestep,Universal,Ploy,Choose a friendly fighter and push them one hex,-,-,Core set
Shadespire,361,361,Spectral Wings,Universal,Ploy,The first fighter to make a Move action in the next activation has +2 Move,-,-,The Farstriders expansion
Shadespire,362,362,Spoils of Battle,Universal,Ploy,Play an upgrade card. This doesn't cost a glory point,-,-,Spiteclaw's Swarm expansion
Shadespire,363,363,Sprint,Universal,Ploy,"Double the move characteristic of the first friendly fighter to make a Move action in the next activation. They may not make a Charge action. Once they have moved, they cannot be activated again in this phase",-,-,Core set
Shadespire,364,364,Stumble,Universal,Ploy,Reaction: Play this after a friendly fighter's Attack action drives an enemy fighter back. They are driven back an additional hex in the same direction,-,-,Sepulchral Guard expansion
Shadespire,365,365,Tainted Vitality,Universal,Ploy,Remove one wound token from each fighter who has at least one wound token,-,-,Magore's Fiends expansion
Shadespire,366,366,Tantalising Prize,Universal,Ploy,The first friendly fighter to take a Move action in the next activation can move up to an additional two hexes if they end their move on an objective,-,-,The Chosen Axes expansion
Shadespire,367,367,Teamwork,Universal,Ploy,"Reaction: Play this card during a friendly fghter's Attack action, before rolling any dice. Push another friendly fighter one hex",-,-,Magore's Fiends expansion
Shadespire,368,368,Time Trap,Universal,Ploy,Choose a fighter. They can take an action. Skip your next activation (you cannot play this card after your fourth activation),-,-,Sepulchral Guard expansion
Shadespire,369,369,Trap,Universal,Ploy,Reaction: Play this during a friendly fighter's Attack action that drives an enemy fighter back. The enemy fighter suffers 1 damage,-,-,The Chosen Axes expansion
Shadespire,370,370,Triumphant Roar,Universal,Ploy,Reaction: Play this after a friendly fighter's Attack action that takes an enemy fighter out of action. You can push each enemy fighter adjacent to the friendly fighter one hex,-,-,Sepulchral Guard expansion
Shadespire,371,371,Trust to Luck,Universal,Ploy,Discard any number of power cards and draw up to that number of power cards from your deck,-,-,Sepulchral Guard expansion
Shadespire,372,372,Twist the Knife,Universal,Ploy,Reaction: Play this during a friendly fighter's Attack action that has a Range of 1 and will succeed. It has +1 Damage for that Attack action,-,-,The Farstriders expansion
Shadespire,373,373,A Destiny to Meet,Universal,Upgrade,"If this figther is not out of action at the end of the third action phase, gain 1 additional glory point",-,-,The Farstriders expansion
Shadespire,374,374,Acrobatic,Universal,Upgrade,"If this fighter has a Dodge characteristic or has a Shield Defence characteristic but is on Guard, roll an extra defence dice when they are the target of an Attack action",-,-,Spiteclaw's Swarm expansion
Shadespire,375,375,Army of One,Universal,Upgrade,"If this fighter is the last friendly fighter on the battlefield, they have +1 Defence and all of their Attack actions have +1 Dice",-,-,Sepulchral Guard expansion
Shadespire,376,376,Awakened Weapon,Universal,Upgrade,You can re-roll one attack dice each time this fighter makes an Attack action,-,-,Spiteclaw's Swarm expansion
Shadespire,377,377,Blessed Armour,Universal,Upgrade,"When you roll a Crit for this fighter when they are targetted by an Attack action, remove one wound token from them before any damage is dealt",-,-,Sepulchral Guard expansion
Shadespire,378,378,Concealed Weapon,Universal,Upgrade,"On a critical hit, this fighter's Attack actions with a Range of 1 have +2 Damage",-,-,The Farstriders expansion
Shadespire,379,379,Coordinated Attack,Universal,Upgrade,"[1 Hex | 2 Sword | 2 Damage] When making this Attack action, roll an extra attack dice for each other friendly figther adjacent to the target",-,-,Sepulchral Guard expansion
Shadespire,380,380,Cunning Duellist,Universal,Upgrade,"Reaction: During this fighter's Attack action that succeeds against an adjacent enemy fighter, instead of driving the target back you can switch the two fighters' places",-,-,Sepulchral Guard expansion
Shadespire,381,381,Cursed Artefact,Universal,Upgrade,"+1 Defense, -1 Wounds",-,-,Ironskull's Boyz expansion
Shadespire,382,382,Daemonic Weapon,Universal,Upgrade,"[1 Hex | 2 Hammer | 3 Damage] Each time this fighter makes this Attack action, they first suffer 1 damage",-,-,Ironskull's Boyz expansion
Shadespire,383,383,Dark Darts,Universal,Upgrade,[3 Hex | 3 Sword | 1 Damage] Cleave,-,-,Magore's Fiends expansion
Shadespire,384,384,Deathly Fortitude,Universal,Upgrade,"-2 Move, +2 Wounds",-,-,Magore's Fiends expansion
Shadespire,385,385,Disengage,Universal,Upgrade,"[1 Hex | 2 Hammer | 1 Damage] Reaction: After this Attack action, if it is successful, you can push this fighter one hex",-,-,Core set
Shadespire,386,386,Ethereal Shield,Universal,Upgrade,This fighter's Defence characteristic changes to Shield,-,-,Spiteclaw's Swarm expansion
Shadespire,387,387,Flickering Image,Universal,Upgrade,"Reaction: After an Attack action made by this fighter that scores a critical hit, you can push them up to two hexes",-,-,Ironskull's Boyz expansion
Shadespire,388,388,Ghostblade,Universal,Upgrade,"[1 Hex | 3 Hammer | 1 Damage] When rolling defence dice, only rolls of Crit are successes for the target of this Attack action. This Attack action can never cause more than 1 damage to a target",-,-,Magore's Fiends expansion
Shadespire,389,389,Great Fortitude,Universal,Upgrade,+1 Wounds,-,-,Core set
Shadespire,390,390,Great Speed,Universal,Upgrade,+1 Move,-,-,Core set
Shadespire,391,391,Great Strength,Universal,Upgrade,+1 Damage to all Attack actions with a Range of 1 or 2,-,-,Core set
Shadespire,392,392,Headlong Charge,Universal,Upgrade,"When this fighter makes a Charge action, increase their Move characteristic by 1 until the end of the activation",-,-,The Chosen Axes expansion
Shadespire,393,393,Helpful Whispers,Universal,Upgrade,"If this fighter has no adjacent friendly fighters, rolls of Single Support are a success when they make an Attack action",-,-,Sepulchral Guard expansion
Shadespire,394,394,Heroslayer,Universal,Upgrade,[1 Hex | 1 Hammer | 4 Damage],-,-,Spiteclaw's Swarm expansion
Shadespire,395,395,Incredible Strength,Universal,Upgrade,+1 Damage to all Attack actions with a Range of 1 or 2,-,-,The Farstriders expansion
Shadespire,396,396,Katophrane's Belt,Universal,Upgrade,"If this fighter has two or more Katophrane Relics, they gain the following (cumulative) abilities.",-,-,Ironskull's Boyz expansion
Shadespire,397,397,Katophrane's Boots,Universal,Upgrade,"If this fighter has two or more Katophrane Relics, they gain the following (cumulative) abilities.",-,-,The Farstriders expansion
Shadespire,398,398,Katophrane's Gloves,Universal,Upgrade,"If this fighter has two or more Katophrane Relics, they gain the following (cumulative) abilities.",-,-,Magore's Fiends expansion
Shadespire,399,399,Katophrane's Hood,Universal,Upgrade,"If this fighter has two or more Katophrane Relics, they gain the following (cumulative) abilities.",-,-,Spiteclaw's Swarm expansion
Shadespire,400,400,Katophrane's Locket,Universal,Upgrade,"If this fighter has two or more Katophrane Relics, they gain the following (cumulative) abilities.",-,-,The Chosen Axes expansion
Shadespire,401,401,Katophrane's Plate,Universal,Upgrade,"If this fighter has two or more Katophrane Relics, they gain the following (cumulative) abilities.",-,-,Sepulchral Guard expansion
Shadespire,402,402,Legendary Swiftness,Universal,Upgrade,+1 Move,-,-,Ironskull's Boyz expansion
Shadespire,403,403,Light Armour,Universal,Upgrade,Rolls of Crit on a defence dice are no longer a success for this fighter. Roll an extra attack dice when this fighter make an Attack action,-,-,The Chosen Axes expansion
Shadespire,404,404,Light-footed,Universal,Upgrade,"Reaction: During an Attack action that could drive this fighter back (whether or not your opponent chose to), you can instead push them one hex",-,-,The Chosen Axes expansion
Shadespire,405,405,Low Blow,Universal,Upgrade,[1 Hex | 2 Hammer | 1 Damage] Both Sword and Hammer symbols are successes for this Attack action,-,-,Ironskull's Boyz expansion
Shadespire,406,406,Opportunist,Universal,Upgrade,"Reaction: After a failed Attack action that targets this fighter, you can push them one hex",-,-,The Farstriders expansion
Shadespire,407,407,Regeneration,Universal,Upgrade,"At the beginning of each action phase, remove up to one wound token from this fighter",-,-,The Farstriders expansion
Shadespire,408,408,Second-in-command,Universal,Upgrade,"If your warband's leader is out of action, this fighter is considered to be a leader. While this fighter is on the battlefield, opponents cannot score objectives for having taken your leader out of action",-,-,The Chosen Axes expansion
Shadespire,409,409,Shadeglass Axe,Universal,Upgrade,"[1 Hex | 2 Hammer | 2 Damage] When this Attack action is successful, discard this upgrade. On a critical hit, this Attack action has +1 Damage
[3 Hex | 2 Hammer | 2 Damage] After a fighter makes this Attack action, discard this upgrade. On a critical hit, this Attack action has +1 Damage",-,-,The Chosen Axes expansion
Shadespire,410,410,Shadeglass Dagger,Universal,Upgrade,"[1 Hex | 3 Sword | 3 Damage] When this Attack action is successful, discard this upgrade. On a critical hit, this Attack action has +1 Damage",-,-,Magore's Fiends expansion
Shadespire,411,411,Shadeglass Darts,Universal,Upgrade,"[3 Hex | 3 Sword | 1 Damage] On a critical hit, this Attack action has +1 Damage",-,-,Ironskull's Boyz expansion
Shadespire,412,412,Shadeglass Hammer,Universal,Upgrade,"[1 Hex | 2 Hammer | 3 Damage] When this Attack action is successful, discard this upgrade. On a critical hit, this Attack action has +1 Damage",-,-,Spiteclaw's Swarm expansion
Shadespire,413,413,Shadeglass Spear,Universal,Upgrade,"[2 Hex | 2 Hammer | 2 Damage] When this Attack action is successful, discard this upgrade. On a critical hit, this Attack action has +1 Damage",-,-,The Farstriders expansion
Shadespire,414,414,Shadeglass Sword,Universal,Upgrade,"[1 Hex | 3 Hammer | 2 Damage] When this Attack action is successful, discard this upgrade. On a critical hit, this Attack action has +1 Damage",-,-,Sepulchral Guard expansion
Shadespire,415,415,Shadestep,Universal,Upgrade,"This fighter can move through other fighters during a Move action, but must end their move in an empty hex",-,-,Spiteclaw's Swarm expansion
Shadespire,416,416,Shardcaller,Universal,Upgrade,"At the beginning of each action phase, you can switch an objective held by this fighter with any other objective",-,-,Ironskull's Boyz expansion
Shadespire,417,417,Shifting Image,Universal,Upgrade,"Reaction: After any Attack action in which you roll a Crit for this fighter (with an attack or defence dice), you can push this fighter one hex",-,-,The Chosen Axes expansion
Shadespire,418,418,Sixth Sense,Universal,Upgrade,Your opponent can never consider a Double Support as a success for Attack actions that target this fighter,-,-,Sepulchral Guard expansion
Shadespire,419,419,Solid Stance,Universal,Upgrade,This fighter can only be driven back by a critical hit,-,-,The Chosen Axes expansion
Shadespire,420,420,Soultrap,Universal,Upgrade,"Reaction: During an Attack action or ploy that takes this fighter out of action, roll a defence dice. If you roll a Shield or Crit they suffer no damage and are not taken out of action, and you discard this upgrade",-,-,Sepulchral Guard expansion
Shadespire,421,421,Sprinter,Universal,Upgrade,+1 Move,-,-,Spiteclaw's Swarm expansion
Shadespire,422,422,Superior Agility,Universal,Upgrade,"Reaction: During an Attack action that could drive this fighter back (whether or not your opponent chose to), you can instead push them one hex",-,-,The Farstriders expansion
Shadespire,423,423,Swift Strike,Universal,Upgrade,"[1 Hex | 3 Sword | 1 Damage] Reaction: Before making this Attack action, push this fighter one hex",-,-,Ironskull's Boyz expansion
Shadespire,424,424,Tethered Spirit,Universal,Upgrade,"Reaction: During an Attack action or ploy that takes this fighter out of action, roll a defence dice. If you roll a Shield or Crit place them on any starting hex in your territory, ignore the damage and discard this upgrade. If you cannot, they are taken out of action",-,-,Magore's Fiends expansion
Shadespire,425,425,The Blazing Key,Universal,Upgrade,"If this fighter is holding objective 3 in the third end phase, score 2 glory points",-,-,The Chosen Axes expansion
Shadespire,426,426,The Dazzling Key,Universal,Upgrade,"If this fighter is holding objective 4 in the third end phase, score 2 glory points",-,-,Sepulchral Guard expansion
Shadespire,427,427,The Formless Key,Universal,Upgrade,"If this fighter is holding an objective in the third end phase, score 1 glory point",-,-,Magore's Fiends expansion
Shadespire,428,428,The Fractured Key,Universal,Upgrade,"If this fighter is holding objective 5 in the third end phase, score 2 glory points",-,-,Spiteclaw's Swarm expansion
Shadespire,429,429,The Hallowed Key,Universal,Upgrade,"If this fighter is holding objective 1 in the third end phase, score 2 glory points",-,-,The Farstriders expansion
Shadespire,430,430,The Shadowed Key,Universal,Upgrade,"If this fighter is holding objective 2 in the third end phase, score 2 glory points",-,-,Ironskull's Boyz expansion
Shadespire,431,431,Total Offence,Universal,Upgrade,"You can roll two additional attack dice when this fighter takes an Attack action, though not when this fighter takes a Charge action. If you do so, this fighter cannot be activated again this phase",-,-,Core set
Shadespire,432,432,Trickster's Charm,Universal,Upgrade,"If this fighter is on the battlefield, you can play a single ploy card at the beginning of each action phase",-,-,Spiteclaw's Swarm expansion
Shadespire,433,433,Trusted Defender,Universal,Upgrade,You can re-roll one defence dice for this fighter when they are the target of an Attack action,-,-,Magore's Fiends expansion
Shadespire,434,434,Unparalleled Strike,Universal,Upgrade,[1 Hex | 1 Hammer | 2 Damage] Rolls of Hammer are considered to be rolls of Crit for this Attack action,-,-,Magore's Fiends expansion
Shadespire,435,435,Vampiric Weapon,Universal,Upgrade,"When this fighter takes an enemy fighter out of action, remove one wound token from this figther",-,-,The Chosen Axes expansion
Shadespire,436,436,War Cry,Universal,Upgrade,"When this fighter makes a Charge action, their Attack actions gain Knockback 1 for that activation",-,-,Magore's Fiends expansion
Shadespire,437,437,Zealous Defender,Universal,Upgrade,This fighter is considered to have an additional supporting fighter while they are holding an objective,-,-,The Farstriders expansion
Leaders,438,1,Invulnerable,Steelheart's Champions,Ploy,Your leader has +1 Defence for the first Attack action in the next activation,-,-,Leaders
Leaders,439,2,Steelheart's Second,Steelheart's Champions,Upgrade,This fighter’s Attack actions have +1 Damage when they are adjacent to a friendly leader,-,-,Leaders
Leaders,440,3,The Stage Is Set,Garrek's Reavers,Objective,Score this in an end phase if the only surviving fighters (at least 2) are leaders,3,-,Leaders
Leaders,441,4,Coveted Trophy,Garrek's Reavers,Ploy,Reaction: Play this when your leader takes an enemy leader out of action. Gain a glory point,-,-,Leaders
Leaders,442,5,Fervent Petition,Sepulchral Guard,Objective,Score this in an end phase if three friendly Petitioners are surviving and Inspired,3,-,Leaders
Leaders,443,6,Warden's Call,Sepulchral Guard,Upgrade,Action: Choose two friendly fighters (other than your leader) and put them on Guard,-,The Sepulchral Warden,Leaders
Leaders,444,7,Showin' Off,Ironskull's Boyz,Objective,Score this in an end phase is your leader took two or more enemy fighters out of action in the preceding action phase,1,-,Leaders
Leaders,445,8,Impress da Boss,Ironskull's Boyz,Ploy,+1 Damage for the first Attack action in the next activation made by a friendly fighter adjacent to your leader,-,-,Leaders
Leaders,446,9,Pride of the Lodge,The Chosen Axes,Objective,Score this in an end phase if your leader has three or more upgrades with his warband symbol,1,-,Leaders
Leaders,447,10,Grimnir Commands,The Chosen Axes,Ploy,The first friendly fighter (other than your leader) to make a Move action (not as part of a Charge action) in the next activation has +2 Move. You can only play this if your leader is on the battlefield,-,-,Leaders
Leaders,448,11,Krrk Now Leads!,Spiteclaw's Swarm,Objective,Score this in an end phase if your leader is out of action and a friendly fighter named Krrk is on the battlefield,1,Krrk the Almost-Trusted,Leaders
Leaders,449,12,Krrk the Clawchief,Spiteclaw's Swarm,Upgrade,Action: Return a friendly fighter (other than Skritch) to the battlefield in an empty hex adjacent to this fighter,-,-,Leaders
Leaders,450,13,Khorne's Chosen,Magore's Fiends,Objective,Score this in an end phase if your leader is the only surviving fighter,8,-,Leaders
Leaders,451,14,Gory Visage,Magore's Fiends,Upgrade,"Attack actions that target this fighter deal 1 less damage, to a minimum of 1",-,Magore Redhand,Leaders
Leaders,452,15,Intervention,The Farstriders,Objective,Score this immediately if your leader takes an enemy holding an objective out of action,1,-,Leaders
Leaders,453,16,Raptor Strike,The Farstriders,Ploy,Choose an enemy fighter within four hexes of your leader. They take 1 damage,-,-,Leaders
Leaders,454,17,Bold Advance,Universal,Objective,Score this in the first end phase if your leader is in enemy territory,1,-,Leaders
Leaders,455,18,Drawing Focus,Universal,Objective,Score this immediately if your leader is chosen by three or more ploys in this phase,1,-,Leaders
Leaders,456,19,Fearless Leader,Universal,Objective,Score this in an end phase if your leader is the only friendly fighter adjacent to any enemy fighters,1,-,Leaders
Leaders,457,20,Great Slayer,Universal,Objective,Score this immediately if your leader takes three or more enemy fighters out of action in this phase,2,-,Leaders
Leaders,458,21,Impervious,Universal,Objective,Score this in an end phase if your leader is on the battlefield and was the target of three or more Attack actions in the preceding action phase,2,-,Leaders
Leaders,459,22,Linchpin,Universal,Objective,Score this immediately if your leader was a supporting fighter during three or more Attack actions in this phase,1,-,Leaders
Leaders,460,23,Neutralise,Universal,Objective,Score this in the first end phase if an enemy leaders is out of action,2,-,Leaders
Leaders,461,24,Shining Example,Universal,Objective,Score this in an end phase if your leader is on the battlefield and Inspired,1,-,Leaders
Leaders,462,25,Slayer,Universal,Objective,Score this immediately if your leader takes two or more enemy fighters out of action in this phase,1,-,Leaders
Leaders,463,26,Sufficient,Universal,Objective,Score this in an end phase if your leader is the only friendly fighter on the battlefield,1,-,Leaders
Leaders,464,27,Tireless Commander,Universal,Objective,Score this in an end phase if you activated your leader with four activations in the preceding action phase,1,-,Leaders
Leaders,465,28,Undefeated,Universal,Objective,Score this in the third end phase if your leader is on the battlefield,1,-,Leaders
Leaders,466,29,Well-guarded,Universal,Objective,Score this in an end phase if your leader is adjacent to two or more friendly fighters,1,-,Leaders
Leaders,467,30,Burden of Command,Universal,Ploy,Choose an enemy leader. Their Move characteristic (before other modifiers) is 1 for the next activation,-,-,Leaders
Leaders,468,31,Cautious Commander,Universal,Ploy,Put your leader on Guard,-,-,Leaders
Leaders,469,32,Commanding Reach,Universal,Ploy,Your leader’s first Attack action with a Range of 1 that only targets a single fighter in the next activation has a Range of 2,-,-,Leaders
Leaders,470,33,Commanding Strike,Universal,Ploy,You can re-roll one attack dice during your leader’s first Attack action in the next activation,-,-,Leaders
Leaders,471,34,Crippling Doubt,Universal,Ploy,Choose an enemy leader. The Dice characteristic (before other modifiers) of their first Attack action in the next activation is 1,-,-,Leaders
Leaders,472,35,Final Duty,Universal,Ploy,"Reaction: Play this during an Attack action that will take your leader out of action, before they are removed from the battlefield. Roll an attack dice. On a roll of Hammer or Crit, make an Attack action with them before they are removed from the battlefield",-,-,Leaders
Leaders,473,36,Great Cunning,Universal,Ploy,Reaction: Play this after you play a power card in the power step. You can immediately play another power card. You can only play this if your leader is on the battlefield,-,-,Leaders
Leaders,474,37,Hidden Reserves,Universal,Ploy,Remove one wound token from your leader’s fighter card,-,-,Leaders
Leaders,475,38,Inspired Command,Universal,Ploy,Choose a friendly fighter (other than your leader) and push them up to one hex or put them on Guard. You can only play this if your leader is on the battlefield,-,-,Leaders
Leaders,476,39,Look Out!,Universal,Ploy,"Reaction: Play this during an Attack action that will damage your leader. Roll a defence dice. On a roll of Single Support, Double Support, or Crit, choose a friendly fighter adjacent to them. That fighter suffers the damage instead, then 1 additional damage, and no fighters are driven back",-,-,Leaders
Leaders,477,40,No Retreat,Universal,Ploy,"Reaction: Play this during an Attack action that targets your leader, after the dice are rolled. Your leader cannot be driven back by the Attack action",-,-,Leaders
Leaders,478,41,Premonition,Universal,Ploy,"In the next activation, you can re-roll one or more defence dice when your leader is the target of an Attack action",-,-,Leaders
Leaders,479,42,Quick Advance,Universal,Ploy,Choose up to two friendly fighters (other than your leader) and push each of them up to one hex. You can only play this if your leader is on the battlefield,-,-,Leaders
Leaders,480,43,Quick Manoeuvre,Universal,Ploy,Choose your leader and an adjacent friendly fighter. Switch their positions,-,-,Leaders
Leaders,481,44,Tyrant's Command,Universal,Ploy,Choose a friendly fighter (other than your leader) that has a Move token. Remove that token: that fighter is not considered to have moved for the purposes of their subsequent actions. You can only play this if your leader is on the battlefield,-,-,Leaders
Leaders,482,45,Apex Predator,Universal,Upgrade,"When this fighter takes an enemy leader out of action, gain an additional glory point",-,Leader,Leaders
Leaders,483,46,Commanding Presence,Universal,Upgrade,This fighter is considered to be two supporting fighters when it supports another fighter,-,Leader,Leaders
Leaders,484,47,Commanding Shout,Universal,Upgrade,Action: Push a friendly fighter (other than your leader) up to two hexes,-,Leader,Leaders
Leaders,485,48,Cursed Shield,Universal,Upgrade,"+1 Defence, -2 Wounds (to a minimum of 1)",-,Leader,Leaders
Leaders,486,49,Hero's Mantle,Universal,Upgrade,"If this fighter is on the battlefield in the third end phase, gain 1 glory point",-,Leader,Leaders
Leaders,487,50,Irresistible Challenge,Universal,Upgrade,"Reaction: During an adjacent enemy fighter’s Attack action, before any dice are rolled, change the target of that Attack action to this fighter and discard this card",-,Leader,Leaders
Leaders,488,51,Katophrane's Ring,Universal,Upgrade,"If this fighter has two or more Katophrane Relics, they gain the following (cumulative) abilities",-,-,Leaders
Leaders,489,52,Kingsbane,Universal,Upgrade,"[1 Hex | 2 Swords | 3 Damage] If the target is a leader, you can re-roll one attack dice when making this Attack action",-,-,Leaders
Leaders,490,53,Loyal Defender,Universal,Upgrade,"Reaction: After an enemy fighter makes a Move action and ends their move adjacent to another friendly fighter that is your leader, push this fighter up to two hexes. They must end the push adjacent to the enemy fighter",-,-,Leaders
Leaders,491,54,Master of Tactics,Universal,Upgrade,"If this fighter is on the battlefield, at the beginning of the round you can draw one objective card. If you do so, discard one objective card",-,Leader,Leaders
Leaders,492,55,Mighty Shove,Universal,Upgrade,Action: Push an adjacent enemy fighter up to one hex,-,Leader,Leaders
Leaders,493,56,Rising to the Challenge,Universal,Upgrade,"If your leader is out of action, this fighter has +1 Wounds and the Attack actions on their fighter card have +1 Dice",-,-,Leaders
Leaders,494,57,Seize the Day,Universal,Upgrade,Reaction: After this fighter makes a Move action (not as part of a Charge action) discard this card. They do not gain a Move token and are not considered to have moved for the purposes of their subsequent actions,-,Leader,Leaders
Leaders,495,58,Treacherous Second,Universal,Upgrade,"Reaction: After an action or ploy that takes your leader out of action, if this fighter is on the battlefield, gain 1 glory point",-,-,Leaders
Leaders,496,59,Trusted Second,Universal,Upgrade,"If this fighter is supporting your leader, they are considered to be two supporting fighters",-,-,Leaders
Leaders,497,60,Tyrant's Lash,Universal,Upgrade,"Reaction: After an adjacent friendly fighter’s Attack action that fails, that fighter takes 2 damage. If they survive, they can make another Attack action",-,Leader,Leaders
